Message num,Action,send,recived,RXPower,FPPower,TOF_CLK,distance
1663,POLL,661155223552,774289441243,-97.04,-108.61
1663,POLL_ACK,778937888256,665803768068,-98.15,-112.39
1663,RANGE,666872609792,780006819031,-97.7,-108.48,45315.566726226454,212.54617961549258
1664,POLL,669206611456,782340817252,-97.24,-109.44
1664,POLL_ACK,786992525312,673858417045,-97.4,-112.96
1664,RANGE,674926713344,788060910716,-97.05,-110.96,45339.17392086645,212.65690578300328
1665,POLL,677258017280,790392211174,-96.53,-111.46
1665,POLL_ACK,795042768896,681908672507,-97.62,-107.52
1665,RANGE,682977310720,796111496210,-97.55,-107.33,45335.66836364746,212.64046346862554
1666,POLL,685309752320,798443934345,-97.81,-112.59
1666,POLL_ACK,803094408192,689960323657,-98.33,-109.72
1666,RANGE,691028684800,804162858615,-97.33,-102.86,45406.89293021877,212.97453210360388
1667,POLL,701412544512,814546702946,-97.17,-111.87
1667,POLL_ACK,819195177472,706061116690,-102.13,-103.26
1667,RANGE,707129520128,820263670237,-97.73,-107.17,45441.432032487406,213.1365328191394
1668,POLL,709464031744,822598178653,-100.25,-101.87
1668,POLL_ACK,827249411072,714115361808,-97.91,-109.33
1668,RANGE,715183739904,828317878328,-97.62,-109.92,45372.48563707319,212.81314961989386
1669,POLL,717514999808,830649134842,-97.3,-109.27
1669,POLL_ACK,835299480576,722165442996,-98.61,-107.96
1669,RANGE,723233680896,836367807688,-97.73,-106.58,45375.82704786969,212.82882202897162
1670,POLL,733617811456,846751923143,-97.09,-111.91
1670,POLL_ACK,851400669696,738266655373,-97.89,-110.59
1670,RANGE,739335207424,852469310884,-97.18,-110.49,45337.32472046297,212.6482323731908
1671,POLL,741669206016,854803306107,-96.88,-111.74
1671,POLL_ACK,859454746112,746320743378,-98.6,-111.78
1671,RANGE,747389296640,860523388721,-97.78,-102.39,45421.694042632465,213.04395460286545
1672,POLL,749720669184,862854757691,-98.11,-112.55
1672,POLL_ACK,867504985600,754370994403,-98.47,-110.64
1672,RANGE,755439826944,868573907284,-97.57,-108.24,45334.68279517974,212.63584080079417
1673,POLL,757772404224,870906481177,-97.11,-111.04
1673,POLL_ACK,875557030400,762423050760,-98.04,-110.32
1673,RANGE,763492127744,876626196530,-97.26,-109.87,45336.28182290721,212.64334081147763
1674,POLL,765823872000,878957937410,-97.02,-109.66
1674,POLL_ACK,883609191424,770475223297,-97.46,-113.44
1674,RANGE,771543662080,884677719337,-96.73,-112.89,45326.50967281935,212.59750594019926
1675,POLL,773874840064,887008893987,-96.68,-108.65
1675,POLL_ACK,891660131328,778526174668,-97.93,-110.69
1675,RANGE,779594981376,892729027163,-97.13,-109.38,45323.63682661598,212.58403126627894
1676,POLL,781926683648,895060726320,-100.52,-104.09
1676,POLL_ACK,899710811648,786576866487,-97.7,-109.95
1676,RANGE,787645571072,900779605384,-96.98,-109.46,45356.661513583436,212.7389288336058
1677,POLL,789977697280,903111728229,-96.88,-109.57
1677,POLL_ACK,907763405824,794629472170,-97.75,-111.04
1677,RANGE,795697943040,908831965853,-97.14,-107.37,45339.3841242399,212.6578917118396
1678,POLL,798029057536,911163077184,-100.51,-102.61
1678,POLL_ACK,915814320128,802680397990,-97.07,-112.74
1678,RANGE,803749004800,916883016083,-97.02,-111.45,45353.912392329985,212.7260344738541
1679,POLL,806080452608,919214460715,-97.44,-99.87
1679,POLL_ACK,923866100224,810732189601,-97.79,-107.82
1679,RANGE,811800548352,924934548170,-96.95,-112.52,45371.6130715888,212.80905697638153
1680,POLL,854389274112,967523213496,-97.46,-110.02
1680,POLL_ACK,972171798016,859037955855,-97.56,-109.66
1680,RANGE,860106493952,973240425278,-96.93,-112.49,45335.54479628389,212.63988389359315
1681,POLL,862440350720,975574278719,-97.19,-111.32
1681,POLL_ACK,980225195008,867091364248,-97.66,-108.03
1681,RANGE,868160125952,981294045904,-96.62,-112.51,45347.838140249274,212.69754406389018
1682,POLL,870491709952,983625626592,-96.26,-110.2
1682,POLL_ACK,988276842496,875143023044,-97.6,-110.69
1682,RANGE,876211811840,989345720485,-96.72,-115.19,45343.456008150635,212.67699030050545
1683,POLL,878543162368,991677067761,-96.88,-110.22
1683,POLL_ACK,996328324608,883194516491,-97.46,-99.92
1683,RANGE,884263279104,997397176618,-96.15,-111.22,45434.598492014105,213.10448107564864
1684,POLL,886594896896,999728791385,-96.06,-99.24
1684,POLL_ACK,1004378889728,891245092758,-97.53,-102.46
1684,RANGE,892313350144,1005447236522,-95.97,-109.84,45461.63532736765,213.23129348203443
1685,POLL,894646302720,1007780185848,-99.39,-111.93
1685,POLL_ACK,1012432886784,899299100975,-96.69,-98.8
1685,RANGE,900367872000,1013501747190,-95.96,-111.6,45431.928148458566,213.09195621141333
1686,POLL,902697379328,1015831251473,-105.44,-106.46
1686,POLL_ACK,1020481645568,907347870770,-97.07,-108.58
1686,RANGE,908416609280,1021550473293,-96.63,-112.33,45367.335726438556,212.78899470117986
1687,POLL,910749114368,1023882975146,-96.46,-106.44
1687,POLL_ACK,1028534097408,915400333784,-97.54,-107.36
1687,RANGE,916468887040,1029602740072,-96.92,-102.57,45427.57468361371,213.07153690767927
1688,POLL,918800190976,1031934040566,-97.23,-107.91
1688,POLL_ACK,1036585431552,923451679255,-98.16,-106.12
1688,RANGE,924520543744,1037654385409,-96.98,-109.56,45424.43607165005,213.05681569749999
1689,POLL,926851550208,1039985388600,-96.81,-109.83
1689,POLL_ACK,1044636560384,931502819102,-97.55,-109.65
1689,RANGE,932571438592,1045705269062,-96.66,-112.05,45334.04614843316,212.63285470035396
1690,POLL,934903393792,1048037220989,-97.67,-113.32
1690,POLL_ACK,1052687772672,939554042522,-99.26,-116.06
1690,RANGE,940622674944,1053756494254,-97.69,-109.66,45316.863698637244,212.55226287894698
1691,POLL,951005814272,1064139619207,-97.32,-111.81
1691,POLL_ACK,1068788079104,955654371251,-99.83,-108.27
1691,RANGE,956722853888,1069856650944,-97.73,-113.73,45337.8016944907,212.65046955159752
1692,POLL,959057220096,1072191013896,-98.94,-115.92
1692,POLL_ACK,1076841874432,963708177653,-97.52,-109.42
1692,RANGE,964777066496,1077910852448,-96.1,-109.61,45319.8234778681,212.56614529978978
1693,POLL,967108954624,1080242737339,-96.99,-115.06
1693,POLL_ACK,1084893152768,971759467103,-97.23,-109.19
1693,RANGE,972827707392,1085961482213,-96.36,-112.13,45315.31518939342,212.54499981798025
1694,POLL,975159985152,1088293756773,-103.03,-120.63
1694,POLL_ACK,1092945002496,979811327922,-96.95,-110.73
1694,RANGE,980880087040,1094013850802,-95.5,-114.13,45328.229416484566,212.60557215171036
1695,POLL,991262842880,4884964511,-95.92,-107.04
1695,POLL_ACK,9534430720,995912406127,-97.79,-108.74
1695,RANGE,996980522496,10602636269,-97.01,-111.11,45324.00532622951,212.58575966097206
1696,POLL,999314248704,12936359231,-99.41,-115.54
1696,POLL_ACK,17587771904,1003965758418,-96.16,-114.07
1696,RANGE,1005034176512,18656279199,-95.71,-106.48,45332.74291869109,212.62674208778282
1697,POLL,1007365597184,20987696601,-96.02,-108.85
1697,POLL_ACK,25638542848,1012016540500,-97.57,-108.45
1697,RANGE,1013084615680,26706707447,-96.52,-98.18,45423.881552132494,213.05421480307245
1698,POLL,1015417060352,29039148673,-96.46,-111.87
1698,POLL_ACK,33690527232,1020068535924,-97.99,-107.31
1698,RANGE,1021136980992,34759061469,-96.3,-109.81,45317.13591477085,212.55353966975875
1699,POLL,1023468419584,37090496836,-97.64,-109.62
1699,POLL_ACK,41740303360,1028118323088,-97.31,-112.45
1699,RANGE,1029186776576,42808846033,-95.84,-110.34,45320.764099807726,212.57055715236436
1700,POLL,1031519872000,45141938203,-98.26,-112.4
1700,POLL_ACK,49791960064,1036169990840,-97.54,-109.32
1700,RANGE,1037238182400,50860240795,-96.52,-107.06,45314.80576822862,212.5426104509213
1701,POLL,1039571277824,53193332977,-95.13,-109.36
1701,POLL_ACK,57843934720,1044221976776,-96.55,-99.16
1701,RANGE,1045290539008,58912586345,-95.52,-110.59,45426.68500043746,213.06736397608333
1702,POLL,1047622683136,61244727268,-96.94,-110.25
1702,POLL_ACK,65895799296,1052273852160,-97.66,-109.71
1702,RANGE,1053342586368,66964622684,-96.17,-110.87,45320.220464730686,212.56800730984713
1703,POLL,1055674088960,69296122075,-97.11,-113.48
1703,POLL_ACK,73947448832,1060325512865,-97.8,-100.86
1703,RANGE,1061394142208,75016167584,-97.17,-112.4,45427.43680581576,213.07089021160277
1704,POLL,1063725494784,77347516938,-99.11,-111.84
1704,POLL_ACK,81998772224,1068376847047,-96.36,-109.21
1704,RANGE,1069445602304,83067616665,-96.06,-109.09,45320.05999431883,212.5672546463488
1705,POLL,1071776965120,85398976292,-97.7,-112.91
1705,POLL_ACK,90049525760,1076427611735,-97.27,-102.3
1705,RANGE,1077496433664,91118437063,-96.49,-112.85,45413.31799510057,213.0046679507987
1706,POLL,4470849536,117604444703,-96.69,-112.87
1706,POLL_ACK,122253088768,9119590517,-97.66,-108.69
1706,RANGE,10188137472,123321725131,-96.1,-98.29,45405.64311588981,212.96867002838246
1707,POLL,60830735872,173964254225,-97.0,-112.63
1707,POLL_ACK,178612824576,65479403224,-97.93,-108.33
1707,RANGE,66548040704,179681551262,-96.91,-107.93,45331.52355791847,212.62102285060857
1708,POLL,68882470400,182015977718,-96.8,-110.98
1708,POLL_ACK,186667348992,73533938679,-97.59,-108.42
1708,RANGE,74602309632,187735809135,-96.78,-109.71,45324.88705390307,212.58989527842135
1709,POLL,76933547520,190067043775,-96.8,-114.39
1709,POLL_ACK,194718603776,81585204712,-97.3,-100.09
1709,RANGE,82653518848,195787007491,-96.99,-99.44,45500.37362905712,213.41298994141303
1710,POLL,84985344512,198118829722,-96.37,-108.92
1710,POLL_ACK,202770580480,89637192261,-97.47,-113.08
1710,RANGE,90705757696,203839235083,-96.32,-112.21,45314.69388748329,212.54208569029907
1711,POLL,93036358656,206169832815,-96.77,-110.26
1711,POLL_ACK,210820815360,97687438190,-97.78,-107.77
1711,RANGE,98756453376,211889919735,-96.72,-110.02,45323.39282271046,212.58288680088492
1712,POLL,101088079360,214221542489,-96.34,-110.21
1712,POLL_ACK,218873119232,105739753053,-97.08,-107.29
1712,RANGE,106807873024,219941328350,-96.22,-111.07,45302.10090027946,212.48302008628065
1713,POLL,109139170304,222272622436,-96.24,-108.33
1713,POLL_ACK,226923243520,113789888377,-97.46,-106.93
1713,RANGE,114858714624,227992158936,-95.98,-111.67,45315.20293267934,212.5444732939304
1714,POLL,117190576128,230324017254,-95.78,-108.65
1714,POLL_ACK,234975654912,121842310741,-96.56,-112.46
1714,RANGE,122910812160,236044245710,-95.3,-97.2,45397.102853580574,212.928613150407
1715,POLL,125241935360,238375365724,-94.93,-97.2
1715,POLL_ACK,243026222592,129892889404,-95.7,-110.45
1715,RANGE,130961633792,244095056159,-94.91,-109.88,45336.6645166049,212.64513578149086
1716,POLL,133293387776,246426806944,-95.94,-115.42
1716,POLL_ACK,251078186496,137944864426,-96.53,-99.32
1716,RANGE,139013484544,252146895970,-95.12,-111.4,45401.205287013014,212.94785502723178
1717,POLL,141344793088,254478201310,-95.38,-111.95
1717,POLL_ACK,259128757760,145995446422,-96.0,-111.55
1717,RANGE,147063939072,260197339797,-95.51,-98.18,45393.851917678716,212.91336510087274
1718,POLL,149396198912,262529596225,-95.07,-112.71
1718,POLL_ACK,267180448768,154047148343,-95.24,-111.57
1718,RANGE,155115716608,268249106184,-94.7,-112.02,45298.27625304408,212.46508112585303
1719,POLL,157447558656,270580945060,-94.6,-109.56
1719,POLL_ACK,275232432640,162099143106,-94.86,-110.91
1719,RANGE,163167643136,276301021837,-94.66,-111.06,45302.98279162185,212.48715647139514
1720,POLL,165499332608,278632708140,-94.95,-109.89
1720,POLL_ACK,283284158976,170150880293,-96.42,-115.96
1720,RANGE,171219233280,284352601315,-95.12,-97.5,45376.167973884556,212.83042109364686
1721,POLL,173550745600,286684110283,-95.33,-114.41
1721,POLL_ACK,291335932416,178202664561,-97.02,-114.56
1721,RANGE,179270840320,292404197292,-96.55,-115.38,45278.51014174121,212.37237100995264
1722,POLL,181601764864,294735118682,-96.14,-112.03
1722,POLL_ACK,299386108416,186252851396,-97.23,-115.9
1722,RANGE,187321875456,300455221604,-96.35,-115.43,45280.74854110419,212.38286990177784
1723,POLL,189653228032,302786571030,-95.76,-116.3
1723,POLL_ACK,307437943296,194304697114,-97.62,-116.61
1723,RANGE,195373024768,308506360081,-96.75,-110.22,45283.2218353647,212.39447053449882
1724,POLL,197704587264,310837919464,-99.08,-118.26
1724,POLL_ACK,315489601024,202356365625,-97.06,-114.8
1724,RANGE,203424799744,316558124290,-96.55,-116.02,45288.34594430886,212.41850443407677
1725,POLL,205756039680,318889361078,-96.76,-116.15
1725,POLL_ACK,323541014528,210407789878,-97.08,-111.05
1725,RANGE,211476131840,324609445619,-96.39,-116.2,45276.03070080569,212.36074154713228
1726,POLL,213807445504,326940756378,-96.33,-98.74
1726,POLL_ACK,331591541248,218458327366,-96.51,-115.01
1726,RANGE,219527218176,332660521227,-95.85,-115.31,45315.49822224653,212.5458583073799
1727,POLL,229910274560,343043563619,-95.74,-117.07
1727,POLL_ACK,347693276672,234560084372,-96.65,-112.06
1727,RANGE,235628512256,348761793705,-96.49,-115.0,45285.47786171204,212.4050521031712
1728,POLL,237961616384,351094894709,-96.12,-114.36
1728,POLL_ACK,355746448384,242613267037,-96.11,-98.91
1728,RANGE,243681835008,356815105718,-96.07,-116.06,45392.791936564594,212.9083934111743
1729,POLL,246013010944,359146278727,-106.45,-108.46
1729,POLL_ACK,363797150720,250663979891,-95.81,-112.26
1729,RANGE,251732647424,364865907400,-95.08,-114.78,45302.86812844638,212.4866186601826
1730,POLL,254064474112,367197731165,-95.63,-98.77
1730,POLL_ACK,371848663040,258715502989,-96.25,-113.61
1730,RANGE,259784337920,372917587142,-95.87,-116.95,45317.19585016295,212.55382078813673
1731,POLL,262116209152,375249455224,-95.3,-114.45
1731,POLL_ACK,379900365824,266767216707,-96.41,-98.91
1731,RANGE,267835800576,380969039024,-94.84,-116.11,45377.721273605,212.8377066236585
1732,POLL,270167614976,383300850517,-98.92,-102.21
1732,POLL_ACK,387951652352,274818513979,-95.46,-98.21
1732,RANGE,275887333376,389020561116,-94.97,-117.08,45412.40077753963,213.0003658731124
1733,POLL,278218691584,391351916188,-94.97,-113.66
1733,POLL_ACK,396002273280,282869145419,-95.61,-109.65
1733,RANGE,283937464320,397070681361,-94.87,-108.64,45296.448638397516,212.4565089609437
1734,POLL,286270097408,399403311317,-95.27,-115.82
1734,POLL_ACK,404054053888,290920936720,-96.21,-116.63
1734,RANGE,291989680640,405122886960,-95.42,-115.27,45285.05876776224,212.40308640298545
1735,POLL,294321456640,407454659858,-95.03,-107.4
1735,POLL_ACK,412106149376,298973042930,-95.47,-108.96
1735,RANGE,300041725440,413174921061,-95.17,-112.71,45297.180386973196,212.45994112290117
1736,POLL,302373237760,415506430291,-95.58,-107.21
1736,POLL_ACK,420157535744,307024439972,-95.8,-108.3
1736,RANGE,308092816896,421226001848,-95.5,-114.41,45297.881806256926,212.46323102965587
1737,POLL,310424268288,423557450148,-95.33,-110.46
1737,POLL_ACK,428208944640,315075859524,-96.51,-115.21
1737,RANGE,316144431616,429277606143,-95.36,-97.97,45390.46051157536,212.89745819596413
1738,POLL,318476049408,431609220618,-95.47,-107.42
